Perangkat Daerah,Dokumen,Jenis rekomendasi,Paket,Jumlah,Satuan,Status,Pagu anggaran,Tanggal Pengajuan,Tanggal Pemeriksaan,Durasi Proses
Dinas Pekerjaan Umum dan Penataan Ruang,"[{""id"":9317,""rekomendasi_id"":2679,""jenis_dokumen_id"":1,""no_surat"":""600.1.1\/779.c\/DPUPR\/V\/2024"",""tanggal_surat"":""2024-05-22"",""file_surat"":""file_surat_permohonan\/SP_Dinas_Pekerjaan_Umum_dan_Penataan_Ruang_1718848509.pdf"",""barcode"":null,""created_at"":""2024-06-20T01:55:09.000000Z"",""updated_at"":""2024-06-20T01:55:09.000000Z""},{""id"":9323,""rekomendasi_id"":2679,""jenis_dokumen_id"":3,""no_surat"":""027.2\/164\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-06-21"",""file_surat"":""file_surat_rekomendasi\/SR_Dinas_Pekerjaan_Umum_dan_Penataan_Ruang_2679.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-dinas-pekerjaan-umum-dan-penataan-ruang-2679pdfqrcode.png"",""created_at"":""2024-06-21T03:55:28.000000Z"",""updated_at"":""2024-06-21T03:55:28.000000Z""},{""id"":9406,""rekomendasi_id"":2679,""jenis_dokumen_id"":5,""no_surat"":""33.1\/UPS\/DPUPR\/VII\/2024"",""tanggal_surat"":""2024-07-08"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Dinas_Pekerjaan_Umum_dan_Penataan_Ruang_1720484572.pdf"",""barcode"":null,""created_at"":""2024-07-09T00:22:52.000000Z"",""updated_at"":""2024-07-09T00:22:52.000000Z""},{""id"":9421,""rekomendasi_id"":2679,""jenis_dokumen_id"":7,""no_surat"":""027.2\/164\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-07-10"",""file_surat"":""file_surat_pemeriksaan\/SHP_Dinas_Pekerjaan_Umum_dan_Penataan_Ruang_2679.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-07-10T07:50:07.000000Z"",""updated_at"":""2024-07-10T07:50:08.000000Z""}]",Pengadaan Barang/Jasa,UPS,2.0,Unit,Hasil pemeriksaan terbit,3000000,2024-06-20,2024-07-10,20
SDN 10 Cakranegara,"[{""id"":9326,""rekomendasi_id"":2683,""jenis_dokumen_id"":1,""no_surat"":""400.3.5.5\/056\/SDN10CKR \/VI\/2024"",""tanggal_surat"":""2024-06-15"",""file_surat"":""file_surat_permohonan\/SP_SDN_10_Cakranegara_1719193845.pdf"",""barcode"":null,""created_at"":""2024-06-24T01:50:45.000000Z"",""updated_at"":""2024-06-24T01:50:45.000000Z""},{""id"":9331,""rekomendasi_id"":2683,""jenis_dokumen_id"":3,""no_surat"":""027.2\/167\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-06-24"",""file_surat"":""file_surat_rekomendasi\/SR_SDN_10_Cakranegara_2683.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-sdn-10-cakranegara-2683pdfqrcode.png"",""created_at"":""2024-06-24T10:08:39.000000Z"",""updated_at"":""2024-06-24T10:08:39.000000Z""},{""id"":9397,""rekomendasi_id"":2683,""jenis_dokumen_id"":5,""no_surat"":""400.3.5.5\/067\/SDN10CKR\/VII\/2024"",""tanggal_surat"":""2024-07-08"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_SDN_10_Cakranegara_1720410561.pdf"",""barcode"":null,""created_at"":""2024-07-08T03:49:21.000000Z"",""updated_at"":""2024-07-08T03:49:21.000000Z""},{""id"":9411,""rekomendasi_id"":2683,""jenis_dokumen_id"":7,""no_surat"":""027.2\/167\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-07-09"",""file_surat"":""file_surat_pemeriksaan\/SHP_SDN_10_Cakranegara_2683.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-07-09T09:05:28.000000Z"",""updated_at"":""2024-07-09T09:05:28.000000Z""}]",Pengadaan Barang/Jasa,Laptop,1.0,Unit,Hasil pemeriksaan terbit,9500000,2024-06-24,2024-07-09,15
Kecamatan Mataram,"[{""id"":9327,""rekomendasi_id"":2684,""jenis_dokumen_id"":1,""no_surat"":""088 \/ 790\/ CM\/VI\/ 2024"",""tanggal_surat"":""2024-06-20"",""file_surat"":""file_surat_permohonan\/SP_Kecamatan_Mataram_1719217674.pdf"",""barcode"":null,""created_at"":""2024-06-24T08:27:54.000000Z"",""updated_at"":""2024-06-24T08:27:54.000000Z""},{""id"":9330,""rekomendasi_id"":2684,""jenis_dokumen_id"":3,""no_surat"":""027.2\/166\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-06-24"",""file_surat"":""file_surat_rekomendasi\/SR_Kecamatan_Mataram_2684.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-kecamatan-mataram-2684pdfqrcode.png"",""created_at"":""2024-06-24T10:07:33.000000Z"",""updated_at"":""2024-06-24T10:07:33.000000Z""},{""id"":9387,""rekomendasi_id"":2684,""jenis_dokumen_id"":5,""no_surat"":""196\/900\/ CM\/VII\/2024"",""tanggal_surat"":""2024-07-03"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Kecamatan_Mataram_1719995151.pdf"",""barcode"":null,""created_at"":""2024-07-03T08:25:51.000000Z"",""updated_at"":""2024-07-03T08:25:51.000000Z""},{""id"":9393,""rekomendasi_id"":2684,""jenis_dokumen_id"":7,""no_surat"":""027.2\/166\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-07-05"",""file_surat"":""file_surat_pemeriksaan\/SHP_Kecamatan_Mataram_2684.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-07-05T02:38:02.000000Z"",""updated_at"":""2024-07-05T02:38:03.000000Z""}]",Pengadaan Barang/Jasa,PC,1.0,Unit,Hasil pemeriksaan terbit,15000000,2024-06-24,2024-07-05,11
Kecamatan Mataram,"[{""id"":9328,""rekomendasi_id"":2685,""jenis_dokumen_id"":1,""no_surat"":""089\/790 \/ CM\/VI\/ 2024"",""tanggal_surat"":""2024-06-20"",""file_surat"":""file_surat_permohonan\/SP_Kecamatan_Mataram_1719217894.pdf"",""barcode"":null,""created_at"":""2024-06-24T08:31:34.000000Z"",""updated_at"":""2024-06-24T08:31:34.000000Z""},{""id"":9329,""rekomendasi_id"":2685,""jenis_dokumen_id"":3,""no_surat"":""027.2\/165\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-06-24"",""file_surat"":""file_surat_rekomendasi\/SR_Kecamatan_Mataram_2685.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-kecamatan-mataram-2685pdfqrcode.png"",""created_at"":""2024-06-24T10:06:25.000000Z"",""updated_at"":""2024-06-24T10:06:25.000000Z""},{""id"":9388,""rekomendasi_id"":2685,""jenis_dokumen_id"":5,""no_surat"":""196a\/900\/ CM\/VII\/2024"",""tanggal_surat"":""2024-07-03"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Kecamatan_Mataram_1719995208.pdf"",""barcode"":null,""created_at"":""2024-07-03T08:26:48.000000Z"",""updated_at"":""2024-07-03T08:26:48.000000Z""},{""id"":9392,""rekomendasi_id"":2685,""jenis_dokumen_id"":7,""no_surat"":""027.2\/165\/Diskominfo\/VI\/2024"",""tanggal_surat"":""2024-07-05"",""file_surat"":""file_surat_pemeriksaan\/SHP_Kecamatan_Mataram_2685.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-07-05T02:37:10.000000Z"",""updated_at"":""2024-07-05T02:37:10.000000Z""}]",Pengadaan Barang/Jasa,Printer,1.0,Unit,Hasil pemeriksaan terbit,5000000,2024-06-24,2024-07-05,11
Kecamatan Cakranegara,"[{""id"":9336,""rekomendasi_id"":2686,""jenis_dokumen_id"":1,""no_surat"":""000.3.2\/115\/CAKRA\/VI\/2024"",""tanggal_surat"":""2024-06-24"",""file_surat"":""file_surat_permohonan\/SP_Kecamatan_Cakranegara_1721376336.pdf"",""barcode"":null,""created_at"":""2024-06-25T08:16:07.000000Z"",""updated_at"":""2024-07-19T08:05:36.000000Z""},{""id"":9464,""rekomendasi_id"":2686,""jenis_dokumen_id"":3,""no_surat"":""027.2\/204\/Diskominfo\/VII\/2024"",""tanggal_surat"":""2024-07-23"",""file_surat"":""file_surat_rekomendasi\/SR_Kecamatan_Cakranegara_2686.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-kecamatan-cakranegara-2686pdfqrcode.png"",""created_at"":""2024-07-23T11:10:00.000000Z"",""updated_at"":""2024-07-23T11:10:00.000000Z""},{""id"":9589,""rekomendasi_id"":2686,""jenis_dokumen_id"":5,""no_surat"":""000.3.2\/197\/CAKRA\/VIII\/2024"",""tanggal_surat"":""2024-08-26"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Kecamatan_Cakranegara_1724732193.pdf"",""barcode"":null,""created_at"":""2024-08-27T04:16:33.000000Z"",""updated_at"":""2024-08-27T04:16:33.000000Z""},{""id"":9632,""rekomendasi_id"":2686,""jenis_dokumen_id"":7,""no_surat"":""027.2\/204\/Diskominfo\/VII\/2024"",""tanggal_surat"":""2024-09-03"",""file_surat"":""file_surat_pemeriksaan\/SHP_Kecamatan_Cakranegara_2686.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-09-03T07:13:01.000000Z"",""updated_at"":""2024-09-03T07:13:01.000000Z""}]",Pengadaan Barang/Jasa,Proyektor/LCD,1.0,Unit,Hasil pemeriksaan terbit,5000000,2024-06-25,2024-09-03,70
SMPN 11 Mataram,"[{""id"":9342,""rekomendasi_id"":2690,""jenis_dokumen_id"":1,""no_surat"":""422 \/84\/SMPN11MTR\/VI\/2024"",""tanggal_surat"":""2024-06-27"",""file_surat"":""file_surat_permohonan\/SP_SMPN_11_Mataram_1719450211.pdf"",""barcode"":null,""created_at"":""2024-06-27T01:03:31.000000Z"",""updated_at"":""2024-06-27T01:03:31.000000Z""},{""id"":9358,""rekomendasi_id"":2690,""jenis_dokumen_id"":3,""no_surat"":""027.2\/174\/Diskominfo\/VII\/2024"",""tanggal_surat"":""2024-07-01"",""file_surat"":""file_surat_rekomendasi\/SR_SMPN_11_Mataram_2690.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-smpn-11-mataram-2690pdfqrcode.png"",""created_at"":""2024-07-01T07:36:23.000000Z"",""updated_at"":""2024-07-01T07:36:23.000000Z""},{""id"":9423,""rekomendasi_id"":2690,""jenis_dokumen_id"":5,""no_surat"":""422\/94\/SMPN11MTR\/VII\/2024"",""tanggal_surat"":""2024-07-12"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_SMPN_11_Mataram_1720747710.pdf"",""barcode"":null,""created_at"":""2024-07-12T01:28:30.000000Z"",""updated_at"":""2024-07-12T01:28:30.000000Z""},{""id"":9429,""rekomendasi_id"":2690,""jenis_dokumen_id"":7,""no_surat"":""027.2\/174\/Diskominfo\/VII\/2024"",""tanggal_surat"":""2024-07-15"",""file_surat"":""file_surat_pemeriksaan\/SHP_SMPN_11_Mataram_2690.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-07-15T03:35:04.000000Z"",""updated_at"":""2024-07-15T03:35:05.000000Z""}]",Pengadaan Barang/Jasa,Proyektor/LCD,1.0,Unit,Hasil pemeriksaan terbit,7500000,2024-06-27,2024-07-15,18
Puskesmas Babakan,"[{""id"":9349,""rekomendasi_id"":2693,""jenis_dokumen_id"":1,""no_surat"":""800\/573\/PKM.BBK\/VI\/2024"",""tanggal_surat"":""2024-06-25"",""file_surat"":""file_surat_permohonan\/SP_Puskesmas_Babakan_1719555628.pdf"",""barcode"":null,""created_at"":""2024-06-28T06:20:28.000000Z"",""updated_at"":""2024-06-28T06:20:28.000000Z""},{""id"":9360,""rekomendasi_id"":2693,""jenis_dokumen_id"":3,""no_surat"":""027.2\/176\/Diskominfo\/VII\/2024"",""tanggal_surat"":""2024-07-01"",""file_surat"":""file_surat_rekomendasi\/SR_Puskesmas_Babakan_2693.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-puskesmas-babakan-2693pdfqrcode.png"",""created_at"":""2024-07-01T07:41:29.000000Z"",""updated_at"":""2024-07-01T07:41:29.000000Z""},{""id"":9650,""rekomendasi_id"":2693,""jenis_dokumen_id"":5,""no_surat"":""900.1\/902\/PKM BBK\/IX\/2024"",""tanggal_surat"":""2024-09-07"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Puskesmas_Babakan_1725681468.pdf"",""barcode"":null,""created_at"":""2024-09-07T03:57:48.000000Z"",""updated_at"":""2024-09-07T03:57:48.000000Z""},{""id"":9736,""rekomendasi_id"":2693,""jenis_dokumen_id"":7,""no_surat"":""027.2\/176\/Diskominfo\/VII\/2024"",""tanggal_surat"":""2024-09-19"",""file_surat"":""file_surat_pemeriksaan\/SHP_Puskesmas_Babakan_2693.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-09-19T06:10:41.000000Z"",""updated_at"":""2024-09-19T06:10:41.000000Z""}]",Pengadaan Barang/Jasa,Laptop,1.0,Unit,Hasil pemeriksaan terbit,15000000,2024-06-28,2024-09-19,83
Puskesmas Babakan,"[{""id"":9350,""rekomendasi_id"":2694,""jenis_dokumen_id"":1,""no_surat"":""900.1.1\/574\/PKM.BBK\/VI\/2024"",""tanggal_surat"":""2024-06-25"",""file_surat"":""file_surat_permohonan\/SP_Puskesmas_Babakan_1719556008.pdf"",""barcode"":null,""created_at"":""2024-06-28T06:26:48.000000Z"",""updated_at"":""2024-06-28T06:26:48.000000Z""},{""id"":9361,""rekomendasi_id"":2694,""jenis_dokumen_id"":3,""no_surat"":""027.2\/177\/Diskominfo\/VII\/2024"",""tanggal_surat"":""2024-07-01"",""file_surat"":""file_surat_rekomendasi\/SR_Puskesmas_Babakan_2694.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-puskesmas-babakan-2694pdfqrcode.png"",""created_at"":""2024-07-01T07:46:01.000000Z"",""updated_at"":""2024-07-01T07:46:01.000000Z""},{""id"":9649,""rekomendasi_id"":2694,""jenis_dokumen_id"":5,""no_surat"":""900.1\/902\/PKM BBK\/IX\/2024"",""tanggal_surat"":""2024-09-07"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Puskesmas_Babakan_1725681378.pdf"",""barcode"":null,""created_at"":""2024-09-07T03:56:18.000000Z"",""updated_at"":""2024-09-07T03:56:18.000000Z""},{""id"":9737,""rekomendasi_id"":2694,""jenis_dokumen_id"":7,""no_surat"":""027.2\/177\/Diskominfo\/VII\/2024"",""tanggal_surat"":""2024-09-19"",""file_surat"":""file_surat_pemeriksaan\/SHP_Puskesmas_Babakan_2694.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-09-19T06:12:11.000000Z"",""updated_at"":""2024-09-19T06:12:11.000000Z""}]",Pengadaan Barang/Jasa,PC,2.0,Unit,Hasil pemeriksaan terbit,30000000,2024-06-28,2024-09-19,83
Dinas Pekerjaan Umum dan Penataan Ruang,"[{""id"":9351,""rekomendasi_id"":2695,""jenis_dokumen_id"":1,""no_surat"":""27.a\/Print\/DPUPR\/VI\/2024"",""tanggal_surat"":""2024-06-21"",""file_surat"":""file_surat_permohonan\/SP_Dinas_Pekerjaan_Umum_dan_Penataan_Ruang_1720162706.pdf"",""barcode"":null,""created_at"":""2024-07-01T00:12:51.000000Z"",""updated_at"":""2024-07-05T06:58:26.000000Z""},{""id"":9405,""rekomendasi_id"":2695,""jenis_dokumen_id"":3,""no_surat"":""027.2\/189\/Diskominfo\/VII\/2024"",""tanggal_surat"":""2024-07-08"",""file_surat"":""file_surat_rekomendasi\/SR_Dinas_Pekerjaan_Umum_dan_Penataan_Ruang_2695.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-dinas-pekerjaan-umum-dan-penataan-ruang-2695pdfqrcode.png"",""created_at"":""2024-07-08T09:15:58.000000Z"",""updated_at"":""2024-07-08T09:15:58.000000Z""},{""id"":9444,""rekomendasi_id"":2695,""jenis_dokumen_id"":5,""no_surat"":""039.1\/Print\/DPUPR\/VII\/2024"",""tanggal_surat"":""2024-07-11"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Dinas_Pekerjaan_Umum_dan_Penataan_Ruang_1721265530.pdf"",""barcode"":null,""created_at"":""2024-07-18T01:18:50.000000Z"",""updated_at"":""2024-07-18T01:18:50.000000Z""},{""id"":9459,""rekomendasi_id"":2695,""jenis_dokumen_id"":7,""no_surat"":""027.2\/189\/Diskominfo\/VII\/2024"",""tanggal_surat"":""2024-07-22"",""file_surat"":""file_surat_pemeriksaan\/SHP_Dinas_Pekerjaan_Umum_dan_Penataan_Ruang_2695.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-07-22T04:09:32.000000Z"",""updated_at"":""2024-07-22T04:09:32.000000Z""}]",Pengadaan Barang/Jasa,Printer,3.0,Unit,Hasil pemeriksaan terbit,17250000,2024-07-01,2024-07-22,21
Dinas Pekerjaan Umum dan Penataan Ruang,"[{""id"":9352,""rekomendasi_id"":2696,""jenis_dokumen_id"":1,""no_surat"":""27.b\/Scan\/DPUPR\/VI\/2024"",""tanggal_surat"":""2024-06-21"",""file_surat"":""file_surat_permohonan\/SP_Dinas_Pekerjaan_Umum_dan_Penataan_Ruang_1720162246.pdf"",""barcode"":null,""created_at"":""2024-07-01T00:15:34.000000Z"",""updated_at"":""2024-07-05T06:50:46.000000Z""},{""id"":9404,""rekomendasi_id"":2696,""jenis_dokumen_id"":3,""no_surat"":""027.2\/188\/Diskominfo\/VII\/2024"",""tanggal_surat"":""2024-07-08"",""file_surat"":""file_surat_rekomendasi\/SR_Dinas_Pekerjaan_Umum_dan_Penataan_Ruang_2696.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-dinas-pekerjaan-umum-dan-penataan-ruang-2696pdfqrcode.png"",""created_at"":""2024-07-08T09:15:43.000000Z"",""updated_at"":""2024-07-08T09:15:43.000000Z""},{""id"":9443,""rekomendasi_id"":2696,""jenis_dokumen_id"":5,""no_surat"":""040.1\/Scan\/DPUPR\/VII\/2024"",""tanggal_surat"":""2024-07-11"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Dinas_Pekerjaan_Umum_dan_Penataan_Ruang_1721263964.pdf"",""barcode"":null,""created_at"":""2024-07-18T00:52:44.000000Z"",""updated_at"":""2024-07-18T00:52:44.000000Z""},{""id"":9458,""rekomendasi_id"":2696,""jenis_dokumen_id"":7,""no_surat"":""027.2\/188\/Diskominfo\/VII\/2024"",""tanggal_surat"":""2024-07-22"",""file_surat"":""file_surat_pemeriksaan\/SHP_Dinas_Pekerjaan_Umum_dan_Penataan_Ruang_2696.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-07-22T04:07:06.000000Z"",""updated_at"":""2024-07-22T04:07:06.000000Z""}]",Pengadaan Barang/Jasa,Scanner,3.0,Unit,Hasil pemeriksaan terbit,18000000,2024-07-01,2024-07-22,21
Dinas Pendidikan,"[{""id"":9366,""rekomendasi_id"":2699,""jenis_dokumen_id"":1,""no_surat"":""000.3.1\/2758\/Disdik\/VII\/2024"",""tanggal_surat"":""2024-07-02"",""file_surat"":""file_surat_permohonan\/SP_Dinas_Pendidikan_1719903931.pdf"",""barcode"":null,""created_at"":""2024-07-02T07:05:31.000000Z"",""updated_at"":""2024-07-02T07:05:31.000000Z""},{""id"":9380,""rekomendasi_id"":2699,""jenis_dokumen_id"":3,""no_surat"":""027.2\/180\/Diskonminfo\/VII\/2024"",""tanggal_surat"":""2024-07-03"",""file_surat"":""file_surat_rekomendasi\/SR_Dinas_Pendidikan_2699.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-dinas-pendidikan-2699pdfqrcode.png"",""created_at"":""2024-07-03T02:36:57.000000Z"",""updated_at"":""2024-07-03T02:36:57.000000Z""},{""id"":9602,""rekomendasi_id"":2699,""jenis_dokumen_id"":5,""no_surat"":""000.3\/3535\/Disdik\/VIII\/2024"",""tanggal_surat"":""2024-08-27"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Dinas_Pendidikan_1724819717.pdf"",""barcode"":null,""created_at"":""2024-08-28T04:35:17.000000Z"",""updated_at"":""2024-08-28T04:35:17.000000Z""},{""id"":9668,""rekomendasi_id"":2699,""jenis_dokumen_id"":7,""no_surat"":""027.2\/180\/Diskonminfo\/VII\/2024"",""tanggal_surat"":""2024-09-10"",""file_surat"":""file_surat_pemeriksaan\/SHP_Dinas_Pendidikan_2699.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-09-10T02:03:14.000000Z"",""updated_at"":""2024-09-10T02:03:14.000000Z""}]",Pengadaan Barang/Jasa,Router,2.0,Unit,Hasil pemeriksaan terbit,5000000,2024-07-02,2024-09-10,70
Dinas Pendidikan,"[{""id"":9371,""rekomendasi_id"":2701,""jenis_dokumen_id"":1,""no_surat"":""000.3.1\/2758\/Disdik\/VII\/2024"",""tanggal_surat"":""2024-07-02"",""file_surat"":""file_surat_permohonan\/SP_Dinas_Pendidikan_1719904715.pdf"",""barcode"":null,""created_at"":""2024-07-02T07:18:35.000000Z"",""updated_at"":""2024-07-02T07:18:35.000000Z""},{""id"":9382,""rekomendasi_id"":2701,""jenis_dokumen_id"":3,""no_surat"":""027.2\/182\/Diskonminfo\/VII\/2024"",""tanggal_surat"":""2024-07-03"",""file_surat"":""file_surat_rekomendasi\/SR_Dinas_Pendidikan_2701.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-dinas-pendidikan-2701pdfqrcode.png"",""created_at"":""2024-07-03T02:40:13.000000Z"",""updated_at"":""2024-07-03T02:40:13.000000Z""},{""id"":9600,""rekomendasi_id"":2701,""jenis_dokumen_id"":5,""no_surat"":""000.3\/3535\/Disdik\/VIII\/2024\t"",""tanggal_surat"":""2024-08-27"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Dinas_Pendidikan_1724819621.pdf"",""barcode"":null,""created_at"":""2024-08-28T04:33:41.000000Z"",""updated_at"":""2024-08-28T04:33:41.000000Z""},{""id"":9670,""rekomendasi_id"":2701,""jenis_dokumen_id"":7,""no_surat"":""027.2\/182\/Diskonminfo\/VII\/2024"",""tanggal_surat"":""2024-09-10"",""file_surat"":""file_surat_pemeriksaan\/SHP_Dinas_Pendidikan_2701.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-09-10T02:28:47.000000Z"",""updated_at"":""2024-09-10T02:28:47.000000Z""}]",Pengadaan Barang/Jasa,Perangkat Komputer Lainnya,2.0,Unit,Hasil pemeriksaan terbit,400000,2024-07-02,2024-09-10,70
Sekretariat DPRD,"[{""id"":9372,""rekomendasi_id"":2702,""jenis_dokumen_id"":1,""no_surat"":""175\/108.b\/Setwan\/VII\/2024"",""tanggal_surat"":""2024-06-12"",""file_surat"":""file_surat_permohonan\/SP_Sekretariat_DPRD_1719910164.pdf"",""barcode"":null,""created_at"":""2024-07-02T08:49:25.000000Z"",""updated_at"":""2024-07-02T08:49:25.000000Z""},{""id"":9383,""rekomendasi_id"":2702,""jenis_dokumen_id"":3,""no_surat"":""027.2\/183\/Diskonminfo\/VII\/2024"",""tanggal_surat"":""2024-07-03"",""file_surat"":""file_surat_rekomendasi\/SR_Sekretariat_DPRD_2702.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-rekomendasisr-sekretariat-dprd-2702pdfqrcode.png"",""created_at"":""2024-07-03T02:42:18.000000Z"",""updated_at"":""2024-07-03T02:42:18.000000Z""},{""id"":9390,""rekomendasi_id"":2702,""jenis_dokumen_id"":5,""no_surat"":""175\/122.h\/Setwan\/VII\/2024"",""tanggal_surat"":""2024-07-03"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Sekretariat_DPRD_1720085779.pdf"",""barcode"":null,""created_at"":""2024-07-04T09:36:19.000000Z"",""updated_at"":""2024-07-04T09:36:19.000000Z""},{""id"":9391,""rekomendasi_id"":2702,""jenis_dokumen_id"":7,""no_surat"":""027.2\/183\/Diskonminfo\/VII\/2024"",""tanggal_surat"":""2024-07-05"",""file_surat"":""file_surat_pemeriksaan\/SHP_Sekretariat_DPRD_2702.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaan3qrcode.png"",""created_at"":""2024-07-05T00:40:22.000000Z"",""updated_at"":""2024-07-05T00:40:22.000000Z""}]",Pengadaan Barang/Jasa,Printer,5.0,Unit,Hasil pemeriksaan terbit,22500000,2024-07-02,2024-07-05,3
